id,target_id,entity_id,type,value,rationale,confidence,updated_at,symbol,stable_key,unit,target_kind,target_status,entity_kind,locator,entity_status,shape,candidate,evidence_count,flags
fact:01672876-fc12-4518-a462-7c90b3076a44,target:function:main/melee/mp/mpcoll:mpColl_80049EAC_LeftWall,,inferred_name,mpCollResolveLeftFacingWall,"The routine is not merely a contact test: it resolves overlap by selecting a limiting x-coordinate, moving `cur_pos.x`, and installing the result in `left_facing_wall`. The inferred name follows the unit's `mpColl` prefix and the source's explicit left-facing-wall terminology, but the exact original spelling is not preserved.",0.72,2026-09-02T06:58:07.068Z,mpColl_80049EAC_LeftWall,main/melee/mp/mpcoll:mpColl_80049EAC_LeftWall,main/melee/mp/mpcoll,function,current,,,,bare_identifier,mpCollResolveLeftFacingWall,2,
fact:01673678-ab4b-4633-9ddc-df6caea6f887,target:function:main/melee/it/kinds/itscball:it_80294B58,,inferred_name,Likely `itScball_EnterFall`.,"This helper is the entry routine for state 1, whose paired physics callback exclusively performs falling motion and whose collision callback handles landing. The local callback naming and the demonstrated state role make `EnterFall` a plausible original-style name, though no symbol or review source directly confirms it.",0.87,2026-09-02T05:08:37.925Z,it_80294B58,main/melee/it/kinds/itscball:it_80294B58,main/melee/it/kinds/itscball,function,current,,,,prose_or_other,,2,
fact:016fdb66-024c-42c2-bd46-3a7b1601d81a,target:function:main/melee/it/kinds/itheiho:it_802D8618,,inferred_name,Likely `itHeiho_Spawn`.,"The current source shows that this is the stage-facing factory for one Heiho actor, while nearby callbacks use the `itHeiho_` prefix. `Spawn` describes the demonstrated creation role, though no recovered symbol confirms the suffix.",0.82,2026-09-04T20:40:07.939Z,it_802D8618,main/melee/it/kinds/itheiho:it_802D8618,main/melee/it/kinds/itheiho,function,current,,,,prose_or_other,,2,
fact:01706273-ecbf-4406-a1ad-59b3f10cffb3,target:function:main/sysdolphin/baselib/debugconsole_main:hsd_80396884,,inferred_name,A plausible descriptive name is `DrawMemoryAddressInput`.,The parameterless routine exclusively draws the `INPUT ADDRESS` editor and its selected hexadecimal character; no recovered symbol establishes the original spelling or prefix.,0.72,2026-09-04T03:33:25.187Z,hsd_80396884,main/sysdolphin/baselib/debugconsole_main:hsd_80396884,main/sysdolphin/baselib/debugconsole_main,function,current,,,,prose_or_other,,1,
fact:01728596-b09a-494a-8f47-ae31d9b9679f,target:function:main/melee/it/kinds/itnessyoyo:it_802BFAFC,,inferred_name,itNessyoyo_UpdateLinkTransforms,"The routine belongs to the itNessyoyo subsystem and exclusively converts active ItemLink positions into JObj translations, orientations, and scales while updating the terminal position exposed to the fighter. UpdateLinkTransforms therefore follows the unit's prefix convention and describes the demonstrated role, although the exact original wording is not recoverable from the available symbols.",0.7,2026-09-02T06:48:43.417Z,it_802BFAFC,main/melee/it/kinds/itnessyoyo:it_802BFAFC,main/melee/it/kinds/itnessyoyo,function,current,,,,bare_identifier,itNessyoyo_UpdateLinkTransforms,1,
fact:017cac99-3df9-41fb-900d-6688d67999d5,target:function:main/melee/ft/ftcoll:ftColl_800784B4,,inferred_name,"Likely original-style name: `ftColl_PlayClankSFX`, with `ftColl_PlayHitboxClankSFX` as a more explicit alternative.","The function is in the ftColl subsystem, is called during fighter hitbox clash resolution, and performs no operation other than selecting and playing the clank SFX. The `ftColl_` prefix and `PlaySFX` terminology follow the surrounding subsystem and called fighter-audio API, but no preserved symbol establishes the exact suffix.",0.78,2026-09-02T13:40:31.526Z,ftColl_800784B4,main/melee/ft/ftcoll:ftColl_800784B4,main/melee/ft/ftcoll,function,current,,,,prose_or_other,,3,
fact:01821ace-467d-458a-9248-52a930f3c656,target:function:main/melee/ty/tylist:_tyList_80312904,,inferred_name,A plausible original-style name is `tyList_UpdateRowText`.,"The routine's isolated responsibility is updating one list row's three text objects, while the surrounding translation unit consistently uses the `tyList` subsystem prefix. No preserved symbol or discussion establishes the developers' exact suffix, so this remains a tentative semantic reconstruction.",0.72,2026-09-02T12:35:56.603Z,_tyList_80312904,main/melee/ty/tylist:_tyList_80312904,main/melee/ty/tylist,function,current,,,,prose_or_other,,2,
fact:01827e2d-3ce7-45ae-bb5a-22d8b89c2d82,target:function:main/melee/if/if_2F72:if_802F73C4,,inferred_name,ifStatus_TransientAnnouncementProc,"The ScInfCnt table installs this function as a process callback for selected announcement entries, and the function destroys the associated GObj when animation ends, distinguishing it from the persistent sibling.",0.72,2026-09-04T23:14:13.304Z,if_802F73C4,main/melee/if/if_2F72:if_802F73C4,main/melee/if/if_2F72,function,current,,,,bare_identifier,ifStatus_TransientAnnouncementProc,2,
fact:0193123e-1025-4862-aedc-4f6fd7cea457,target:function:main/melee/it/kinds/itmaril:it_802D6F00,,inferred_name,"Likely `itMaril_Logic27_DmgReceived`, combining the callback role recovered on the strongly analogous Cyndaquil routine with the `itMaril_` actor prefix already used by this unit's semantic callback names.","The current Cyndaquil function remains explicitly named `it_2725_Logic27_DmgReceived` and retains the same threshold-controlled teardown shape. The current Marill function performs the corresponding accumulated-damage check, cleanup, state transition, and false return, supporting the same callback suffix.",0.82,2026-09-04T20:49:33.040Z,it_802D6F00,main/melee/it/kinds/itmaril:it_802D6F00,main/melee/it/kinds/itmaril,function,current,,,,prose_or_other,,3,
fact:01a29840-36dd-4fc0-97e5-0413c45da5a9,target:function:main/melee/ty/tydisplay:_tyDisplay_8031A4EC,,inferred_name,A plausible original-style name is `tyDisplay_CameraProc`.,The function remains registered as the normal camera GObj process and its recurring work is controller-driven camera control; the exact original suffix is not preserved.,0.7,2026-09-04T21:28:57.970Z,_tyDisplay_8031A4EC,main/melee/ty/tydisplay:_tyDisplay_8031A4EC,main/melee/ty/tydisplay,function,current,,,,prose_or_other,,2,
fact:01afae4d-47c5-4c21-8519-6ba5dab72732,target:function:main/melee/gm/gm_1601:gm_801674C4,,inferred_name,A plausible role-based original name is `gm_StartRouteEncounter`; `gm_SetupRouteEncounter` is an equally plausible conservative alternative.,The function still constructs route-encounter state and finishes by registering a `GmRouteCallback`; no preserved symbol establishes whether the original verb was Start or Setup.,0.76,2026-09-04T19:36:12.649Z,gm_801674C4,main/melee/gm/gm_1601:gm_801674C4,main/melee/gm/gm_1601,function,current,,,,prose_or_other,,1,
fact:01b32658-a9d4-42fa-afd0-4bb75f81a2bd,target:function:main/melee/gm/gm_16F1:fn_80172734,,inferred_name,`gm_IsTrophyTotalAtLeast200`,"The proposed name follows the unit's `gm_` convention and directly describes the function's sole operation: querying the trophy total and comparing it against 200. No original symbol has been recovered, so this remains a naming inference.",0.76,2026-09-02T13:55:29.196Z,fn_80172734,main/melee/gm/gm_16F1:fn_80172734,main/melee/gm/gm_16F1,function,current,,,,quoted_identifier,gm_IsTrophyTotalAtLeast200,1,
fact:01bde7e5-a68b-4ba3-960e-3bb40a055474,target:function:main/melee/it/kinds/ityoshitongue:it_802F2BFC,,inferred_name,Likely `itYoshiTongue_Setup`.,"The translation unit was explicitly identified and renamed as `ityoshitongue`, while this function performs the article's complete setup operation. The nearby item subsystem uses the `<article>_Setup` suffix for an analogous routine such as `itKoopaFlame_Setup`; no surviving symbol confirms the exact capitalization or suffix, so the name remains an inference.",0.82,2026-09-02T06:17:53.358Z,it_802F2BFC,main/melee/it/kinds/ityoshitongue:it_802F2BFC,main/melee/it/kinds/ityoshitongue,function,current,,,,prose_or_other,,3,
fact:01bf2272-d285-4582-bd93-0a64aea29124,target:function:main/melee/gr/grlast:grLast_8021A970,,inferred_name,`grLast_Ground2_OnInit`,"The current Final Destination table still identifies the owning entry as generic animation ground object 2, and the refreshed callback type continues to name its first field `on_init`. The exact original spelling remains unknown, so the value remains a convention-based guess.",0.78,2026-09-04T20:04:42.637Z,grLast_8021A970,main/melee/gr/grlast:grLast_8021A970,main/melee/gr/grlast,function,current,,,,quoted_identifier,grLast_Ground2_OnInit,2,
fact:01c2e8f4-4d36-4f3e-a246-ba1424b2a3d8,target:function:main/melee/ty/toy:Toy_80308354,,inferred_name,A plausible original-style name is `Toy_GetTrophyIdFromListIndex`.,The function still accepts an active-list index and returns the stable trophy identifier stored at that position after validation; no original symbol confirms the spelling.,0.8,2026-09-04T21:27:52.230Z,Toy_80308354,main/melee/ty/toy:Toy_80308354,main/melee/ty/toy,function,current,,,,prose_or_other,,2,
fact:01e01f96-22c7-4c5c-882f-321cd942e439,target:function:main/melee/it/kinds/itwstar:itWstar_UnkMotion0_Coll,,inferred_name,A plausible original semantic name is `itWstar_Wait_Coll`.,"The current table places this callback in grounded state 0, which persists while supported and dispatches the falling-state transition when floor support is lost. This supports the conventional item-state term `Wait`, although the exact original name remains uncertain.",0.7,2026-09-04T23:37:53.383Z,itWstar_UnkMotion0_Coll,main/melee/it/kinds/itwstar:itWstar_UnkMotion0_Coll,main/melee/it/kinds/itwstar,function,current,,,,prose_or_other,,1,
fact:01e39f35-4a31-40a8-9ecd-49e767780858,target:function:main/melee/ft/ftanim:ftAnim_8006E7B8,,inferred_name,`ftAnim_AnimPart` is a plausible original name.,"The routine is the fighter-side counterpart to the established HSD `JObjAnim` operation: it starts from one `Fighter_Part`, applies `HSD_JObjAnim` to eligible nodes in that part's hierarchy, and is used wherever the primary fighter model or a selected part must be evaluated. The exact original wording is not preserved, so the proposal remains tentative.",0.64,2026-09-02T07:16:21.298Z,ftAnim_8006E7B8,main/melee/ft/ftanim:ftAnim_8006E7B8,main/melee/ft/ftanim,function,current,,,,prose_or_other,,2,
fact:01e87d9c-a74a-491a-ad5c-ae60647f8d59,target:function:main/melee/cm/camera:Camera_8002FEEC,,inferred_name,`Camera_SetModeToDebugFollow` is a plausible original name.,"The routine's defining operation is guarded entry into and complete initialization of `CAMERA_DEBUG_FOLLOW`, matching the unit's established `Camera_SetModeTo...` style.",0.9,2026-09-04T18:23:31.736Z,Camera_8002FEEC,main/melee/cm/camera:Camera_8002FEEC,main/melee/cm/camera,function,current,,,,prose_or_other,,2,
fact:01e8ebbb-599b-4443-9ef5-12711d819940,target:data:main/melee/gr/grpstadium:.sbss,,inferred_name,A plausible original name for the section's meaningful pointer object is `grPs_StageAttrPtr`; the matched source currently represents it as the static `yakumono_param`.,"At the current head, the section's demonstrated object remains the static pointer receiving Pokémon Stadium's yakumono parameters, and the unit continues to use the `grPs_` prefix for owned stage data. Great Bay provides a close stage-controller analog that names the corresponding parameter structure `grGb_StageAttr` and caches its pointer during initialization, supporting the convention-based guess without establishing its exact spelling.",0.72,2026-09-04T23:05:01.843Z,.sbss,main/melee/gr/grpstadium:.sbss,main/melee/gr/grpstadium,data,current,,,,prose_or_other,,2,
fact:01e9d8b8-afee-47cf-8a53-93bc2a20c75f,target:function:main/melee/vi/vi0402:un_8031D708,,inferred_name,vi0402_SetupSceneModels,"The current function is a parameterless entry helper dominated by scene-model construction and animation initialization, and the Vi1202 analog preserves the same overall setup pipeline.",0.74,2026-09-04T23:45:01.410Z,un_8031D708,main/melee/vi/vi0402:un_8031D708,main/melee/vi/vi0402,function,current,,,,bare_identifier,vi0402_SetupSceneModels,2,
fact:01f44991-2847-4d8f-b802-25d0d5887f87,target:function:main/sysdolphin/baselib/gobj:HSD_GObj_80390EB8,,inferred_name,HSD_GObjGetTrspMask,"The routine belongs to the HSD GObj API and its sole semantic operation is converting a GObj render-pass index into the `HSD_TrspMask` consumed by `HSD_JObjDispAll`. `HSD_GObjGetTrspMask` follows nearby HSD subsystem naming conventions, but no recovered symbol directly confirms the spelling.",0.76,2026-09-02T07:01:13.383Z,HSD_GObj_80390EB8,main/sysdolphin/baselib/gobj:HSD_GObj_80390EB8,main/sysdolphin/baselib/gobj,function,current,,,,bare_identifier,HSD_GObjGetTrspMask,2,
fact:01f5cd5e-768f-4aa3-87a8-8403ad28ad47,target:function:main/melee/pl/player:Player_SetSlottype,,inferred_name,Player_SetPlayerSlotType,"The neighboring inverse accessor is named Player_GetPlayerSlotType and reads exactly the field this function writes. Following that established getter/setter pairing makes Player_SetPlayerSlotType more plausible as the intended full semantic name than the current abbreviated and inconsistently capitalized Player_SetSlottype, although the original identifier is not independently preserved.",0.9,2026-09-02T02:33:05.259Z,Player_SetSlottype,main/melee/pl/player:Player_SetSlottype,main/melee/pl/player,function,current,,,,bare_identifier,Player_SetPlayerSlotType,2,
fact:0201653a-4c46-4d1b-86dc-ba167b4bb215,target:function:main/melee/ft/kinds/ftKirby/ftkirbyspecialkoopa:ftKb_SpecialNKp_800FA8B4,,inferred_name,Likely original-style name: `ftKb_KpSpecialN_Enter`.,"The function is the grounded entry routine paired with the immediately following aerial entry routine, and the remainder of the Kirby module uses the `ftKb_KpSpecialN_*` and `ftKb_KpSpecialAirN_*` stems. Bowser's structurally corresponding grounded routine is explicitly named `ftKp_SpecialN_Enter`, so adding Kirby's established `Kb` and copied-character `Kp` stem yields the most consistent reconstruction. No symbol or review record confirms the name directly.",0.91,2026-09-02T05:25:16.597Z,ftKb_SpecialNKp_800FA8B4,main/melee/ft/kinds/ftKirby/ftkirbyspecialkoopa:ftKb_SpecialNKp_800FA8B4,main/melee/ft/kinds/ftKirby/ftkirbyspecialkoopa,function,current,,,,prose_or_other,,2,
fact:02069f5d-4664-48a5-9924-bbea53225f21,target:function:main/melee/lb/lbaudio_ax:lbAudioAx_8002785C,,inferred_name,A plausible original-style name is `lbAudioAx_LoadMatchSFXBanks`.,The routine synchronously realizes a character- and stage-dependent SFX-bank selection during match initialization. The suffix remains tentative because no original symbol survives.,0.75,2026-09-04T21:13:15.072Z,lbAudioAx_8002785C,main/melee/lb/lbaudio_ax:lbAudioAx_8002785C,main/melee/lb/lbaudio_ax,function,current,,,,prose_or_other,,2,
fact:020a76e3-1636-4d74-84f5-ef103024885f,target:function:main/melee/ft/kinds/ftKirby/ftkirby:ftKb_Init_UnkCallbackPairs0_1,,inferred_name,"Likely `ftKb_Init_ApplyHatTObjAnimFrame` or, emphasizing its callback role, `ftKb_Init_OnTextureAnim`.","The routine is the three-argument member of Kirby's texture-animation callback pair and mirrors the pair's zero-frame reset member. Its sole effect is to apply the supplied texture index and frame to Kirby's hat-related CostumeTObjList, so an ApplyHatTObjAnimFrame-style name best captures the demonstrated operation; the exact original spelling remains uncertain.",0.72,2026-09-02T13:08:08.211Z,ftKb_Init_UnkCallbackPairs0_1,main/melee/ft/kinds/ftKirby/ftkirby:ftKb_Init_UnkCallbackPairs0_1,main/melee/ft/kinds/ftKirby/ftkirby,function,current,,,,prose_or_other,,2,possible_alternatives_review
fact:021564e1-c73e-478b-b58e-b5cd99a81b42,target:function:main/melee/ft/kinds/ftCommon/ftCo_ItemScopeRapid:fn_800D7BDC,,inferred_name,ftCo_ItemScopeRapid_Enter,"The relocated code performs one-time initialization of the grounded ItemScopeRapid state, making an `_Enter` suffix the most plausible local role name.",0.92,2026-09-04T19:08:49.682Z,fn_800D7BDC,main/melee/ft/kinds/ftCommon/ftCo_ItemScopeRapid:fn_800D7BDC,main/melee/ft/kinds/ftCommon/ftCo_ItemScopeRapid,function,current,,,,bare_identifier,ftCo_ItemScopeRapid_Enter,1,
